Source,Layer 0,Layer 1,Layer 2,Layer 3,Layer 4
WMD,Object,ConcreteEntity,Microorganism,BrucellaBacterium,
WMD,Object,ConcreteEntity,Microorganism,BurkholderiaMallei,
WMD,Object,ConcreteEntity,Microorganism,BurkholderiaPseudomallei,
WMD,Object,ConcreteEntity,ExplosiveDevice,ChemicalWeapon,CSGas
WMD,Object,ConcreteEntity,ChemicalAgent,,
WMD,Object,ConcreteEntity,ExplosiveDevice,ChemicalWeapon,
WMD,Object,ConcreteEntity,Microorganism,ChlamydiaPsittaci,
WMD,Object,ConcreteEntity,ChokingAgent,ChlorineGas,
WMD,Relation,BinaryRelation,Chloropicrin,,
WMD,Object,ConcreteEntity,ChokingAgent,,
WMD,Object,ConcreteEntity,BiologicallyActiveSubstance,Ciprofloxacin,
WMD,Object,ConcreteEntity,Microorganism,ClostridiumBotulinum,
WMD,Object,ConcreteEntity,Weapon,BiologicalWeapon,ClostridiumPerfringens
WMD,Object,ConcreteEntity,Microorganism,ClostridiumTetani,
WMD,Object,ConcreteEntity,Fungus,CoccidiodesPosadasii,
WMD,Object,ConcreteEntity,Fungus,CoccidioidesImmitis,
WMD,Object,ConcreteEntity,Conotoxin,,
WMD,Object,ConcreteEntity,Microorganism,CorynebacteriumDiphtheriae,
WMD,Object,ConcreteEntity,CoxiellaBurnetii,,
WMD,Object,ConcreteEntity,ToxicOrganism,CrimeanCongoHemorrhagicFeverVirus,
WMD,Object,ConcreteEntity,BloodAgent,CyanogenChloride,
WMD,Process,ConcreteEntity,DeliveringWeaponOfMassDestruction,,
WMD,Object,ConcreteEntity,ToxicOrganism,DengueFeverVirus,
WMD,Process,ConcreteEntity,DeployingWeaponOfMassDestruction,,
WMD,Process,ConcreteEntity,DevelopingWeaponOfMassDestruction,,
WMD,Object,ConcreteEntity,BiologicallyActiveSubstance,Mycotoxin,Diacetoxyscirpenol
WMD,Object,ConcreteEntity,BiologicallyActiveSubstance,Dimercaprol,
WMD,Object,ConcreteEntity,ChokingAgent,Diphosgene,
WMD,Process,ConcreteEntity,DismantlingWeaponOfMassDestruction,,
WMD,Object,ConcreteEntity,BiologicallyActiveSubstance,Doxycycline,
WMD,Object,ConcreteEntity,ToxicOrganism,EasternEquineEncephalitisVirus,
WMD,Object,ConcreteEntity,EbolaVirus,,
WMD,Object,ConcreteEntity,BiologicallyActiveSubstance,EpsilonToxin,
WMD,Object,ConcreteEntity,Microorganism,EscherichiaColi0157H7,
WMD,Object,ConcreteEntity,ToxicOrganism,FlexalVirus,
WMD,Object,ConcreteEntity,ToxicOrganism,FootAndMouthVirus,
WMD,Object,ConcreteEntity,FrancisellaTularensis,,
WMD,Object,ConcreteEntity,Fungus,FungalAgent,
WMD,Object,ConcreteEntity,GSeriesNerveAgent,GF,
WMD,Object,ConcreteEntity,GSeriesNerveAgent,,
WMD,Object,ConcreteEntity,GeneticallyEngineeredOrganism,,
WMD,Object,ConcreteEntity,GiardiaLamblia,,
WMD,Object,ConcreteEntity,ToxicOrganism,GuanaritoVirus,
WMD,Object,ConcreteEntity,HIVVirus,,
WMD,Attribute,,DiseaseOrSyndrome,HemorrhagicFever,
WMD,Object,ConcreteEntity,ToxicOrganism,HendraVirus,
WMD,Attribute,,DiseaseOrSyndrome,Hepatitis,
WMD,Object,ConcreteEntity,HepatitisAVirus,,
WMD,Object,ConcreteEntity,HepatitisBVirus,,
WMD,Object,ConcreteEntity,HepatitisCVirus,,
WMD,Object,ConcreteEntity,HepatitisVirus,,
WMD,Object,ConcreteEntity,HerpesBVirus,,
WMD,Object,ConcreteEntity,HerpesVirus,,
WMD,Relation,BinaryRelation,HydrogenCyanide,,
WMD,Object,ConcreteEntity,IncapacitatingAgent,,
WMD,Abstract,Influenza,,,
WMD,Object,ConcreteEntity,ToxicOrganism,JapaneseEncephalitisVirus,
WMD,Object,ConcreteEntity,Microorganism,JuninVirus,
WMD,Object,ConcreteEntity,BiologicallyActiveSubstance,Keflex,
WMD,Object,ConcreteEntity,Microorganism,TickBorneEncephalitisVirus,KyasanurForestDiseaseVirus
WMD,Object,ConcreteEntity,ToxicOrganism,LaCrosseVirus,
WMD,Object,ConcreteEntity,Microorganism,LassaVirus,
WMD,Object,ConcreteEntity,Microorganism,Legionella,
WMD,Object,ConcreteEntity,Lewisite,,
WMD,Object,ConcreteEntity,BiologicallyActiveSubstance,LifeThreateningAgent,
WMD,Attribute,,DiseaseOrSyndrome,LifeThreateningDisease,
WMD,Object,ConcreteEntity,Louse,,
WMD,Object,ConcreteEntity,Microorganism,MachupoVirus,
WMD,Object,ConcreteEntity,MalarialPlasmodium,,
WMD,Object,ConcreteEntity,MarburgVirus,,
WMD,Object,ConcreteEntity,ToxicOrganism,MonkeypoxVirus,
WMD,Object,ConcreteEntity,MustardGas,,
WMD,Object,ConcreteEntity,Microorganism,MycobacteriumTuberculosis,
WMD,Object,ConcreteEntity,BiologicallyActiveSubstance,Mycotoxin,
WMD,Object,ConcreteEntity,ToxicOrganism,Myxomatosis,
WMD,Object,ConcreteEntity,Microorganism,NeisseriaGonorrhoeae,
WMD,Object,ConcreteEntity,NerveAgent,,
WMD,Object,ConcreteEntity,ToxicOrganism,NipahVirus,
WMD,Object,ConcreteEntity,MustardGas,NitrogenMustardGas,
WMD,Object,ConcreteEntity,ExplosiveDevice,NuclearWeapon,
WMD,Object,ConcreteEntity,WMDWeaponsProductionFacility,NuclearWeaponProductionFacility,
WMD,Object,ConcreteEntity,WMDWeaponsResearchFacility,NuclearWeaponResearchFacility,
WMD,Object,ConcreteEntity,BiologicallyActiveSubstance,OralAntibiotic,
WMD,Object,ConcreteEntity,BiologicallyActiveSubstance,Penicillin,
WMD,Object,ConcreteEntity,PureSubstance,Oxygen,Phosgene
WMD,Object,ConcreteEntity,PhosgeneOxime,,
WMD,Object,ConcreteEntity,PlasmodiumFalciparum,,
WMD,Object,ConcreteEntity,BiologicallyActiveSubstance,PyridostigmineBromide,
WMD,Object,ConcreteEntity,Weapon,RadioactiveWeapon,
WMD,Object,ConcreteEntity,ExplosiveDevice,NuclearWeapon,RadiologicalWeapon
WMD,Process,ConcreteEntity,ResearchingWeaponOfMassDestruction,,
WMD,Object,ConcreteEntity,BiologicallyActiveSubstance,RicinToxin,
WMD,Object,ConcreteEntity,RickettsiaProwazekii,,
WMD,Object,ConcreteEntity,RickettsiaRickettsii,,
WMD,Object,ConcreteEntity,RickettsialAgent,,
WMD,Attribute,,DiseaseOrSyndrome,HemorrhagicFever,RiftValleyFever
WMD,Object,ConcreteEntity,Rotavirus,,
WMD,Object,ConcreteEntity,ToxicOrganism,SabiaVirus,
WMD,Object,ConcreteEntity,ToxicOrganism,SaintLouisEncephalitisVirus,
WMD,Object,ConcreteEntity,Microorganism,SalmonellaPartyphi,
WMD,Object,ConcreteEntity,Microorganism,SalmonellaTyphi,
WMD,Object,ConcreteEntity,Microorganism,SalmonellaTyphimurium,
WMD,Object,ConcreteEntity,Sarin,,
WMD,Object,ConcreteEntity,BiologicallyActiveSubstance,Saxitoxin,
WMD,Object,ConcreteEntity,Microorganism,SerratiaMarcenscens,
WMD,Relation,BinaryRelation,ShigaToxin,,
WMD,Object,ConcreteEntity,Microorganism,ShigellaDysenteriae,
WMD,Object,ConcreteEntity,Soman,,
WMD,Object,ConcreteEntity,Weapon,BiologicalWeapon,StaphylococcalEnterotoxinB
WMD,Object,ConcreteEntity,Microorganism,StaphylococcusAureus,
WMD,Process,ConcreteEntity,DevelopingWeaponOfMassDestruction,StockpilingWeaponOfMassDestruction,
WMD,Object,ConcreteEntity,StreptococcusA,,
WMD,Object,ConcreteEntity,MustardGas,SulphurMustardGas,
WMD,Object,ConcreteEntity,BiologicallyActiveSubstance,Mycotoxin,T2Toxin
WMD,Object,ConcreteEntity,Tabun,,
WMD,Object,ConcreteEntity,BiologicallyActiveSubstance,Tetrodotoxin,
WMD,Object,ConcreteEntity,Animal,Arthropod,Tick
WMD,Attribute,,DiseaseOrSyndrome,VaccinatableDisease,TickBorneEncephalitis
WMD,Object,ConcreteEntity,Microorganism,TickBorneEncephalitisVirus,
WMD,Object,ConcreteEntity,BiologicallyActiveSubstance,TopicalAntibiotic,
WMD,Object,ConcreteEntity,ToxicOrganism,,
WMD,Relation,BinaryRelation,Toxin,,
WMD,Attribute,,DiseaseOrSyndrome,TyphoidFever,
WMD,Object,ConcreteEntity,VSeriesNerveAgent,,
WMD,Object,ConcreteEntity,VSeriesNerveAgent,VX,
WMD,Attribute,,DiseaseOrSyndrome,VaccinatableDisease,
WMD,Attribute,,PsychologicalAttribute,Vaccination,
WMD,Object,ConcreteEntity,BiologicallyActiveSubstance,Vaccine,
WMD,Object,ConcreteEntity,VariolaMajor,,
WMD,Object,ConcreteEntity,VariolaMinor,,
WMD,Attribute,,DiseaseOrSyndrome,VaccinatableDisease,VenezuelanEquineEncephalitis
WMD,Object,ConcreteEntity,ToxicOrganism,VenezuelanEquineEncephalitisVirus,
WMD,Object,ConcreteEntity,Microorganism,VibrioCholera,
WMD,Object,ConcreteEntity,ToxicOrganism,ViralAgent,
WMD,Object,ConcreteEntity,BiologicallyActiveSubstance,AerosolizedAgent,Vollum1B
WMD,Object,ConcreteEntity,WMDWeaponsProductionFacility,,
WMD,Object,ConcreteEntity,WMDWeaponsResearchFacility,,
WMD,Object,ConcreteEntity,WestNileVirus,,
WMD,Object,ConcreteEntity,ToxicOrganism,YellowFeverVirus,
WMD,Object,ConcreteEntity,Microorganism,YersiniaPestis,
WMD,Object,ConcreteEntity,Microorganism,YersiniaPseudotuberculosis,
Weather,Object,ConcreteEntity,AirStream,AirMass,
Weather,Attribute,,AirQualityAQIAttribute,,
Weather,Object,ConcreteEntity,AirStream,Air,
Weather,Process,ConcreteEntity,Wind,AnabaticWind,
Weather,Object,ConcreteEntity,PureSubstance,Oxygen,Atmosphere
Weather,Process,ConcreteEntity,AtmosphericHazing,,
Weather,Attribute,,BeaufortNumberAttribute,,
Weather,Process,ConcreteEntity,WaterWave,BreakingWave,
Weather,Process,ConcreteEntity,ChinookWind,,
Weather,Process,ConcreteEntity,ClearWeather,,
Weather,Attribute,,PsychologicalAttribute,CloudToCloudLightning,
Weather,Process,ConcreteEntity,ChinookWind,CoastalChinookWind,
Weather,Process,ConcreteEntity,Flooding,CoastalFlooding,
Weather,Object,ConcreteEntity,AtmosphericRegion,ColdFront,
Weather,Abstract,List,ConsecutiveTimeIntervalList,,
Weather,Process,ConcreteEntity,Desertification,,
Weather,Process,ConcreteEntity,Raining,Drizzling,
Weather,Attribute,,EFScaleAttribute,,
Weather,Process,ConcreteEntity,ElNinoSouthernOscillation,ENSONeutralPhase,
Weather,Process,ConcreteEntity,ElNinoSouthernOscillation,ElNinoPhase,
Weather,Process,ConcreteEntity,ElNinoSouthernOscillation,,
Weather,Object,ConcreteEntity,AirStream,EyeOfCyclone,
Weather,Process,ConcreteEntity,Flooding,FlashFlooding,
Weather,Process,ConcreteEntity,Fogging,,
Weather,Process,ConcreteEntity,Wind,FohnWind,
Weather,Process,ConcreteEntity,Precipitation,FreezingRain,
Weather,Process,ConcreteEntity,Transfer,Frosting,
Weather,Process,ConcreteEntity,Precipitation,Hailing,
Weather,Object,ConcreteEntity,PureSubstance,Water,Hailstone
Weather,Attribute,,TimeMeasure,TimeInterval,HarmattanSeason
Weather,Process,ConcreteEntity,Wind,HarmattanWind,
Weather,Process,ConcreteEntity,Raining,HeavyRaining,
Weather,Process,ConcreteEntity,HeavySurf,,
Weather,Process,ConcreteEntity,WeatherSystem,HighPressureWeatherSystem,
Weather,Attribute,,TimeMeasure,TimeInterval,HurricaneSeason
Weather,Process,ConcreteEntity,Precipitation,Icing,
Weather,Process,ConcreteEntity,ChinookWind,InteriorChinookWind,
Weather,Attribute,,PsychologicalAttribute,IntraCloudLightning,
Weather,Process,ConcreteEntity,WindFlow,JetStream,
Weather,Process,ConcreteEntity,Wind,KatabaticWind,
Weather,Process,ConcreteEntity,Wind,Khamsin,
Weather,Process,ConcreteEntity,ElNinoSouthernOscillation,LaNinaPhase,
Weather,Attribute,,PsychologicalAttribute,LightningStrike,
Weather,Process,ConcreteEntity,WeatherSystem,LowPressureWeatherSystem,
Weather,Abstract,List,MeasuringList,,
Weather,Abstract,List,MeasuringResultList,,
Weather,Abstract,List,MeasuringSurfaceWindSpeedList,,
Weather,Process,ConcreteEntity,Mistral,,
Weather,Attribute,,TimeMeasure,TimeInterval,Monsoon
Weather,Process,ConcreteEntity,Wind,MountainBreeze,
Weather,Object,ConcreteEntity,WaterArea,NinoRegion,
Weather,Abstract,List,NumberList,,
Weather,Object,ConcreteEntity,AtmosphericRegion,OccludedFront,
Weather,Process,ConcreteEntity,ClearWeather,OvercastWeather,
Weather,Process,ConcreteEntity,PartlyCloudyWeather,,
Weather,Process,ConcreteEntity,Wind,PuelcheWind,
Weather,Object,ConcreteEntity,PureSubstance,Water,Rain
Weather,Process,ConcreteEntity,Raining,RainShowering,
Weather,Object,ConcreteEntity,LiquidDrop,Raindrop,
Weather,Process,ConcreteEntity,Raining,,
Weather,Attribute,,SSHWSAttribute,,
Weather,Process,ConcreteEntity,Wind,SantaAnaWinds,
Weather,Process,ConcreteEntity,Wind,Sirocco,
Weather,Process,ConcreteEntity,Precipitation,Sleeting,
Weather,Object,ConcreteEntity,PureSubstance,Water,Snow
Weather,Object,ConcreteEntity,Crystal,Snowflake,
Weather,Process,ConcreteEntity,Precipitation,Snowing,
Weather,Process,ConcreteEntity,Storm,Snowstorm,
Weather,Attribute,,SpeedScaleAttribute,,
Weather,Process,ConcreteEntity,Squall,,
Weather,Process,ConcreteEntity,WeatherFront,StationaryFront,
Weather,Process,ConcreteEntity,Storm,,
Weather,Process,ConcreteEntity,StormSystem,,
Weather,Process,ConcreteEntity,Wind,StrongGust,
Weather,Process,ConcreteEntity,Wind,StrongWind,
Weather,Object,ConcreteEntity,WaterArea,SurfZone,
Weather,Process,ConcreteEntity,Calculating,SurfaceWindSpeedMeasuring,
Weather,Attribute,,PsychologicalAttribute,Thunder,
Weather,Object,ConcreteEntity,TornadoDamage,,
Weather,Attribute,,PsychologicalAttribute,Tsunami,
Weather,Process,ConcreteEntity,Wind,ValleyBreeze,
Weather,Process,ConcreteEntity,Wind,ViolentGust,
Weather,Object,ConcreteEntity,AtmosphericRegion,WarmFront,
Weather,Process,ConcreteEntity,Wind,WeakGust,
Weather,Object,ConcreteEntity,Article,WeatherAssessment,
Weather,Object,ConcreteEntity,CognitiveAgent,ArtificialIntelligence,WeatherForecast
Weather,Process,ConcreteEntity,WeatherFront,,
Weather,Attribute,,TimeMeasure,TimeInterval,WeatherSeason
Weather,Process,ConcreteEntity,WeatherSystem,,
Weather,Process,ConcreteEntity,WindFlow,,
Weather,Process,ConcreteEntity,Wind,WindGust,
Weather,Process,ConcreteEntity,Wind,ZondaWind,
Weather,Process,ConcreteEntity,Zud,,
_bridge,Object,AIArtifact,Artifact,,
_bridge,Object,AIDataset,Artifact,,
_bridge,Object,AIModel,Artifact,,
_bridge,Abstract,AbstractEntity,,,
_bridge,Object,ConcreteEntity,Agent,,
_bridge,Process,ConcreteEntity,AlignmentProcess,,
_bridge,Attribute,,AlignmentProperty,,
_bridge,Physical,ArchitectureRepresentation,,,
_bridge,Abstract,CognitiveModule,,,
_bridge,Process,ConcreteEntity,CognitiveProcess,,
_bridge,Object,ConcreteEntity,CognitiveSystem,,
_bridge,Abstract,Concept,,,
_bridge,Entity,ConcreteEntity,,,
_bridge,Continuant,,,,
_bridge,Process,CooperativeGame,Contest,,
_bridge,Process,ConcreteEntity,DecisionTheoreticProcess,,
_bridge,Process,ConcreteEntity,DeflectionProcess,,
_bridge,Attribute,,DispositionalProperty,,
_bridge,Attribute,,DoxasticAttitude,,
_bridge,Process,ConcreteEntity,EpistemicProcess,,
_bridge,Attribute,,EpistemicState,,
_bridge,Entity,EthicalTheory,,,
_bridge,Process,ConcreteEntity,Experiment,,
_bridge,Process,ConcreteEntity,HatcatMentalProcess,,
_bridge,Process,ConcreteEntity,LearningDynamicsProcess,,
_bridge,Abstract,LinearSpace,,,
_bridge,Abstract,LogicalArgument,Argument,,
_bridge,Attribute,,LogicalProperty,,
_bridge,Process,ConcreteEntity,LogicalReasoningProcess,,
_bridge,Process,ConcreteEntity,MathematicalReasoningProcess,,
_bridge,Abstract,Matrix,,,
_bridge,Relation,MereologicalRelation,,,
_bridge,Attribute,,MetaphysicalAttribute,,
_bridge,Attribute,,MoralConcept,,
_bridge,Entity,MoralObjective,,,
_bridge,Process,ConcreteEntity,MoralReasoningProcess,,
_bridge,Process,NonCooperativeGame,Contest,,
_bridge,Entity,Objective,,,
_bridge,Occurrent,,,,
_bridge,Process,ConcreteEntity,PlanningProcess,,
_bridge,Abstract,ProbabilityDistribution,,,
_bridge,Abstract,Proof,Argument,,
_bridge,Abstract,ScientificEntity,,,
_bridge,Process,ConcreteEntity,ScientificReasoningProcess,,
_bridge,Process,SocialDilemmaGame,Contest,,
_bridge,Process,ConcreteEntity,TheoryOfMindProcess,,
_bridge,Attribute,,Trope,,
_bridge_additions,Object,ConcreteEntity,EngineeringComponent,Actuator,
_bridge_additions,Object,ConcreteEntity,CognitiveAgent,AgentiveEntity,
_bridge_additions,Process,ConcreteEntity,AnalogousProcess,,
_bridge_additions,Abstract,Proposition,Axiom,,
_bridge_additions,Abstract,Proposition,ConceptualSituation,,
_bridge_additions,Object,ConcreteEntity,CognitiveAgent,CorporateActor,
_bridge_additions,Object,ConcreteEntity,PhysicalDevice,GroundVehicleRobot,
_bridge_additions,Object,ConcreteEntity,PhysicalDevice,IoTDevice,
_bridge_additions,Object,ConcreteEntity,OrganizationalUnit,,
_bridge_additions,Object,ConcreteEntity,PhysicalDevice,,
_bridge_additions,Object,ConcreteEntity,PhysicalDevice,RobotBody,
_bridge_additions,Physical,ContentBearingPhysical,SpeechAct,,
_bridge_additions,Object,ConcreteEntity,System,,
_bridge_additions,Object,ConcreteEntity,ThermodynamicSystem,,
ai_systems,Object,AISystem,Artifact,,
ai_systems,Object,ModelComponent,AttentionHead,,
ai_systems,Object,ModelComponent,AttentionLayer,,
ai_systems,Process,ConcreteEntity,AutomatedFeedbackEvent,,
ai_systems,Abstract,CapabilityRepresentation,,,
ai_systems,Object,ModelComponent,CompactionMechanism,,
ai_systems,Attribute,,ContextWindow,,
ai_systems,Process,ConcreteEntity,DiffusionStep,,
ai_systems,Process,ConcreteEntity,DistillationProcess,,
ai_systems,Object,ModelComponent,EmbeddingLayer,,
ai_systems,Object,ModelComponent,FeedForwardLayer,,
ai_systems,Process,ConcreteEntity,FeedbackEvent,,
ai_systems,Process,ConcreteEntity,FinetuningProcess,,
ai_systems,Process,ConcreteEntity,GenerativeProcess,,
ai_systems,Object,HarnessComponent,Artifact,,
ai_systems,Process,ConcreteEntity,HumanFeedbackEvent,,
ai_systems,Object,ModelComponent,Layer,,
ai_systems,Object,HarnessComponent,MemoryStore,,
ai_systems,Object,ModelComponent,Artifact,,
ai_systems,Object,HarnessComponent,MonitoringComponent,,
ai_systems,Object,AIModel,NeuralNetworkModel,,
ai_systems,Physical,NeuralTopologyGraph,,,
ai_systems,Object,ModelComponent,NormalizationLayer,,
ai_systems,Object,ConcreteEntity,PlannerSubAgent,,
ai_systems,Object,HarnessComponent,PolicyConfig,,
ai_systems,Object,AIModel,PolicyNetwork,,
ai_systems,Object,ModelComponent,PositionalEncodingLayer,,
ai_systems,Object,AIDataset,PreferenceDataset,,
ai_systems,Process,ConcreteEntity,PretrainingProcess,,
ai_systems,Process,ConcreteEntity,PruningProcess,,
ai_systems,Process,ConcreteEntity,QuantizationProcess,,
ai_systems,Process,ConcreteEntity,RLHFTraining,,
ai_systems,Object,ModelComponent,ResidualConnection,,
ai_systems,Object,AIModel,RewardModel,,
ai_systems,Object,ConcreteEntity,SafetySubAgent,,
ai_systems,Physical,ContentBearingPhysical,SelfDescription,,
ai_systems,Process,ConcreteEntity,SelfModelingProcess,,
ai_systems,Object,HarnessComponent,SystemPrompt,,
ai_systems,Process,ConcreteEntity,TokenGenerationStep,,
ai_systems,Object,ModelComponent,Tokenizer,,
ai_systems,Object,HarnessComponent,Tool,,
ai_systems,Process,ConcreteEntity,ToolInvocation,,
ai_systems,Entity,ToolObservation,,,
ai_systems,Object,ConcreteEntity,ToolSubAgent,,
ai_systems,Process,ConcreteEntity,TrainingProcess,,
ai_systems,Object,AIModel,TransformerModel,,
ai_systems,Object,HarnessComponent,UserPrompt,,
ai_systems,Object,AIModel,ValueNetwork,,
attractor_dynamics,Abstract,ConceptRegion,Attractor,,
attractor_dynamics,Abstract,ConceptRegion,AttractorBasin,,
attractor_dynamics,Abstract,IntelligenceEntity,AttractorDynamicsSignal,,
attractor_dynamics,Process,ConcreteEntity,BifurcationEvent,,
attractor_dynamics,Abstract,ConceptRegion,ChaoticAttractor,,
attractor_dynamics,Abstract,ConceptRegion,CognitiveAttractor,,
attractor_dynamics,Attribute,,ControlParameter,,
attractor_dynamics,Abstract,ConceptRegion,DeceptionAttractor,,
attractor_dynamics,Attribute,,DeceptionLoopPattern,,
attractor_dynamics,Abstract,DynamicalSystem,,,
attractor_dynamics,Process,ConcreteEntity,EscapeAttemptProcess,,
attractor_dynamics,Abstract,ConceptRegion,EscapeAttractor,,
attractor_dynamics,Abstract,ConceptRegion,FixedPointAttractor,,
attractor_dynamics,Abstract,ConceptRegion,GoalAttractor,,
attractor_dynamics,Abstract,ConceptRegion,HabitAttractor,,
attractor_dynamics,Abstract,ConceptRegion,LimitCycleAttractor,,
attractor_dynamics,Attribute,,LyapunovExponent,,
attractor_dynamics,Process,ConcreteEntity,ModeLockingProcess,,
attractor_dynamics,Abstract,DynamicalSystem,MultiStableSystem,,
attractor_dynamics,Attribute,,ProtoAgencyPattern,,
attractor_dynamics,Abstract,IntelligenceEntity,ProtoAgencySignal,,
attractor_dynamics,Abstract,ConceptRegion,SelfPreservationAttractor,,
attractor_dynamics,Attribute,,StabilityProperty,,
attractor_dynamics,Abstract,ConceptualSpace,StateSpace,,
attractor_dynamics,Attribute,,StateVariable,,
attractor_dynamics,Abstract,Trajectory,,,
attractor_dynamics,Process,ConcreteEntity,TrajectoryEvolutionProcess,,
attractor_dynamics,Abstract,UpdateRule,,,
capabilities,Process,ConcreteEntity,Eating,Ingesting,
cognitive_science,Abstract,Concept,AbstractConcept,,
cognitive_science,Abstract,MentalRepresentation,AffectiveState,,
cognitive_science,Object,ConcreteEntity,AlienCognitiveSystem,,
cognitive_science,Object,ConcreteEntity,ArtificialCognitiveSystem,,
cognitive_science,Process,ConcreteEntity,AttentionProcess,,
cognitive_science,Abstract,MentalRepresentation,Belief,,
cognitive_science,Object,ConcreteEntity,BiologicalCognitiveSystem,,
cognitive_science,Entity,CognitiveArchitecture,,,
cognitive_science,Attribute,,CognitiveBias,,
cognitive_science,Process,ConcreteEntity,CognitiveDevelopmentProcess,,
cognitive_science,Attribute,,CognitiveLimit,,
cognitive_science,Attribute,,CognitiveSafetyProperty,,
cognitive_science,Attribute,,CognitiveStyle,,
cognitive_science,Attribute,,CognitiveSubstrate,,
cognitive_science,Object,ConcreteEntity,CollectiveCognitiveSystem,,
cognitive_science,Abstract,MentalRepresentation,ConfidenceRepresentation,,
cognitive_science,Abstract,MentalRepresentation,Desire,,
cognitive_science,Abstract,MentalRepresentation,EmotionRepresentation,,
cognitive_science,Process,ConcreteEntity,FastHeuristicProcess,,
cognitive_science,Object,ConcreteEntity,HybridCognitiveSystem,,
cognitive_science,Abstract,MentalRepresentation,Intention,,
cognitive_science,Process,ConcreteEntity,LanguageProcess,,
cognitive_science,Process,ConcreteEntity,LearningProcess,,
cognitive_science,Process,ConcreteEntity,MemoryEncoding,,
cognitive_science,Abstract,MemoryModule,,,
cognitive_science,Process,ConcreteEntity,MemoryRetrieval,,
cognitive_science,Abstract,MentalRepresentation,MemoryTrace,,
cognitive_science,Abstract,MentalRepresentation,,,
cognitive_science,Abstract,MetacognitiveModule,,,
cognitive_science,Process,ConcreteEntity,MetacognitiveProcess,,
cognitive_science,Abstract,MentalRepresentation,MindRepresentation,,
cognitive_science,Abstract,MentalRepresentation,MotivationalState,,
cognitive_science,Abstract,MotorModule,,,
cognitive_science,Abstract,MentalRepresentation,Percept,,
cognitive_science,Abstract,PerceptualModule,,,
cognitive_science,Process,ConcreteEntity,PerceptualProcess,,
cognitive_science,Abstract,ReasoningModule,,,
cognitive_science,Process,ConcreteEntity,ReinforcementLearningProcess,,
cognitive_science,Abstract,Concept,SensoryConcept,,
cognitive_science,Process,ConcreteEntity,SlowDeliberativeProcess,,
cognitive_science,Process,ConcreteEntity,SocialCognitionProcess,,
cognitive_science,Attribute,,StochasticNoise,,
cognitive_science,Process,ConcreteEntity,SupervisedLearningProcess,,
cognitive_science,Process,ConcreteEntity,UnsupervisedLearningProcess,,
cognitive_science,Abstract,ValueModule,,,
computer_science,Abstract,AbstractMachine,,,
computer_science,Abstract,ComputationalEntity,Algorithm,,
computer_science,Process,ConcreteEntity,AlgorithmDesignProcess,,
computer_science,Entity,AttackEntity,,,
computer_science,Process,ConcreteEntity,CSReasoningProcess,,
computer_science,Abstract,ComputationalEntity,ComplexityClass,,
computer_science,Attribute,,ComplexityMeasure,,
computer_science,Process,ConcreteEntity,Computation,,
computer_science,Abstract,ComputationalEntity,,,
computer_science,Abstract,ComputationalEntity,ComputationalProblem,,
computer_science,Attribute,,ConcurrencyBug,,
computer_science,Entity,ConcurrencyPrimitive,,,
computer_science,Entity,ConditionVariable,,,
computer_science,Attribute,,ConsistencyModel,,
computer_science,Abstract,ComputationalEntity,Data,,
computer_science,Abstract,ComputationalEntity,DataStructure,,
computer_science,Object,ConcreteEntity,CognitiveAgent,ArtificialIntelligence,Database
computer_science,Abstract,ComputationalEntity,DecisionProblem,,
computer_science,Entity,DefenseMechanism,,,
computer_science,Abstract,DistributedSystem,ComputerProgram,,
computer_science,Entity,FileSystem,,,
computer_science,Abstract,AbstractMachine,FiniteAutomaton,,
computer_science,Abstract,ComputationalEntity,FormalLanguage,,
computer_science,Process,ConcreteEntity,FormalVerificationProcess,,
computer_science,Abstract,ComputationalEntity,Instruction,,
computer_science,Abstract,AbstractMachine,LambdaCalculusMachine,,
computer_science,Abstract,ComputationalEntity,LanguageSemantics,,
computer_science,Abstract,ComputationalEntity,LanguageSyntax,,
computer_science,Physical,Network,,,
computer_science,Object,ConcreteEntity,FormText,OperatingSystem,
computer_science,Abstract,ComputationalEntity,OptimizationProblem,,
computer_science,Process,ConcreteEntity,ProcessInstance,,
computer_science,Abstract,ComputationalEntity,Program,,
computer_science,Process,ConcreteEntity,ProgramDebuggingProcess,,
computer_science,Abstract,ProgramState,,,
computer_science,Process,ConcreteEntity,ProgramTestingProcess,,
computer_science,Abstract,ComputationalEntity,ProgrammingLanguage,,
computer_science,Abstract,ComputationalEntity,Protocol,,
computer_science,Abstract,AbstractMachine,PushdownAutomaton,,
computer_science,Abstract,ComputationalEntity,Query,,
computer_science,Abstract,ComputationalEntity,Schema,,
computer_science,Attribute,,SecurityProperty,,
computer_science,Entity,Semaphore,,,
computer_science,Physical,SoftwareModule,,,
computer_science,Abstract,SoftwareSystem,ComputerProgram,,
computer_science,Attribute,,SpaceComplexity,,
computer_science,Abstract,ComputationalEntity,Specification,,
computer_science,Process,ConcreteEntity,ThreadOfExecution,,
computer_science,Attribute,,TimeComplexity,,
computer_science,Process,ConcreteEntity,Transaction,,
computer_science,Abstract,AbstractMachine,TuringMachine,,
computer_science,Abstract,ComputationalEntity,TypeSystem,,
computer_science,Entity,Vulnerability,,,
conceptual_topology,Abstract,ConceptualSpace,ActivationSpace,,
conceptual_topology,Entity,Classifier,,,
conceptual_topology,Abstract,ConceptBoundary,,,
